Watershed,Waterbody,Latitude,Longitude,dDATE,nDO,nPH,nTEMP,nSPCOND,nTDS,nDEPTH
Ipswich,Ipswich River,42.65837905,-70.86183476,2005-08-24,6.0,7.0,20.6,376.0,240.0,0.5
Ipswich,Miles River,42.66124707,-70.8449088,2005-08-22,3.2,6.8,23.1,358.0,229.0,0.3
Ipswich,Miles River,42.66124707,-70.8449088,2005-08-24,4.1,6.6,19.7,356.0,228.0,0.2
Ipswich,Boston Brook/Upper Boston Brook Pond,42.62068997,-71.02025589,2005-09-19,6.3,7.0,18.5,306.0,196.0,
Ipswich,Boston Brook/Upper Boston Brook Pond,42.62068997,-71.02025589,2005-09-21,6.2,7.0,16.8,307.0,196.0,0.1
Ipswich,Ipswich River,42.61647019,-70.99700565,2005-09-19,5.2,7.0,20.4,539.0,345.0,
Ipswich,Ipswich River,42.61647019,-70.99700565,2005-09-21,4.6,7.0,19.2,539.0,345.0,0.2
Ipswich,Ipswich River,42.65985762,-70.9028537,2005-09-19,5.2,7.1,19.5,372.0,238.0,1.3
Ipswich,Ipswich River,42.65985762,-70.9028537,2005-09-21,5.0,7.1,19.0,380.0,243.0,0.9
Ipswich,Ipswich River,42.65837905,-70.86183476,2005-09-19,9.5,7.3,19.4,307.0,196.0,0.5
Ipswich,Ipswich River,42.65837905,-70.86183476,2005-09-21,7.2,7.1,17.9,310.0,198.0,0.5
Ipswich,Miles River,42.66124707,-70.8449088,2005-09-19,5.3,6.9,20.2,394.0,252.0,0.2
Ipswich,Miles River,42.66124707,-70.8449088,2005-09-21,5.2,6.9,18.2,387.0,248.0,0.4
Ipswich,Maple Meadow Brook,42.55191092,-71.15006628,2005-09-27,-0.2,6.5,14.4,612.0,392.0,0.8
Ipswich,Lubbers Brook,42.55888279,-71.14669759,2005-09-27,0.4,6.6,15.5,,,0.5
Ipswich,Ipswich River,42.56116459,-71.11060168,2005-09-27,1.0,6.7,17.7,590.0,378.0,0.4
Ipswich,Martins Brook,42.57158947,-71.10125577,2005-09-27,4.0,6.8,16.2,627.0,401.0,0.1
Ipswich,Ipswich River,42.57229149,-71.08984084,2005-09-27,6.0,6.8,17.4,529.0,338.0,0.4
Ipswich,Boston Brook/Upper Boston Brook Pond,42.62068997,-71.02025589,2005-09-27,6.1,7.1,16.0,302.0,194.0,0.1
Ipswich,Ipswich River,42.61647019,-70.99700565,2005-09-27,5.5,7.1,17.4,525.0,336.0,0.4
Ipswich,Ipswich River,42.65985762,-70.9028537,2005-09-27,6.0,7.3,17.5,375.0,240.0,1.4
Ipswich,Ipswich River,42.65837905,-70.86183476,2005-09-27,8.7,7.3,16.7,315.0,202.0,0.6
Ipswich,Miles River,42.66124707,-70.8449088,2005-09-27,5.9,7.0,17.2,385.0,246.0,0.3
Ipswich,Fish Brook,42.63058942,-70.97373303,2005-08-09,,,21.6,,,
Ipswich,Howlett Brook,42.66072872,-70.9198726,2005-08-09,,,23.0,,,
Ipswich,Gravelly Brook,42.6604463,-70.90324579,2005-08-09,,,19.3,,,
Ipswich,Fish Brook,42.63058942,-70.97373303,2005-08-19,,,18.6,,,
Ipswich,Howlett Brook,42.66072872,-70.9198726,2005-08-19,,,18.5,,,
Ipswich,Gravelly Brook,42.6604463,-70.90324579,2005-08-19,,,16.1,,,
Ipswich,Fish Brook,42.63058942,-70.97373303,2005-09-13,,,17.7,,,
Ipswich,Howlett Brook,42.66072872,-70.9198726,2005-09-13,,,18.5,,,
Ipswich,Gravelly Brook,42.6604463,-70.90324579,2005-09-13,,,17.5,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-05-03,7.8,5.8,13.3,214.0,139.0,0.2
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-05-03,11.9,5.8,10.1,62.0,40.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-05-03,11.9,6.5,10.2,196.0,127.0,0.1
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-05-03,11.8,6.6,10.2,222.0,144.0,0.2
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-05-03,11.7,6.2,11.3,161.0,104.0,0.3
Buzzards Bay,East Branch Westport River,41.620936,-71.05967996,2005-05-03,11.2,5.8,12.6,134.0,87.0,0.5
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-05-03,10.7,5.7,13.3,113.0,74.0,0.3
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-05-03,11.7,5.5,11.6,200.0,130.0,0.3
Buzzards Bay,Bread And Cheese Brook,41.6534391,-71.07161149,2005-05-03,11.0,5.0,11.8,198.0,129.0,0.5
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-05-03,10.9,5.3,12.2,57.0,37.0,0.6
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-05-03,10.7,5.8,14.3,39.0,25.0,0.2
Buzzards Bay,Paskamanset River,41.63949244,-70.98483042,2005-05-03,8.8,6.0,13.7,252.0,164.0,0.3
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-05-03,7.3,5.2,13.1,77.0,50.0,0.5
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-05-03,10.2,5.8,13.4,92.0,60.0,0.6
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-05-03,8.4,5.3,12.1,90.0,59.0,0.3
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-05-03,9.0,5.5,11.9,64.0,42.0,0.7
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-05-03,9.7,6.4,14.4,100.0,65.0,0.5
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-05-03,9.2,6.2,12.5,96.0,62.0,0.9
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-05-03,10.4,6.3,12.3,105.0,68.0,0.3
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-05-03,8.7,5.1,11.9,63.0,41.0,0.4
Buzzards Bay,Buttonwood Brook,41.6320637,-70.9535974,2005-05-03,10.1,6.9,14.7,189.0,123.0,0.1
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-05-03,11.2,7.2,13.0,244.0,159.0,0.1
Buzzards Bay,Unnamed Tributary,41.69308803,-70.77191491,2005-05-03,7.4,5.4,12.6,442.0,287.0,0.1
Buzzards Bay,Unnamed Tributary,41.68878515,-70.7716652,2005-05-03,8.1,6.7,14.2,378.0,246.0,0.2
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-04-29,12.0,6.3,10.0,93.0,60.0,0.5
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-04-29,11.8,6.5,10.5,205.0,133.0,0.3
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-05-02,11.6,5.5,9.8,69.0,45.0,0.2
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-05-02,11.6,6.2,10.5,148.0,96.0,0.2
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-05-02,10.6,6.0,13.5,94.0,61.0,0.2
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-05-02,9.6,6.4,15.5,99.0,65.0,0.4
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-05-02,9.4,5.4,12.8,66.0,43.0,0.3
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-05-04,10.5,5.9,13.7,94.0,61.0,0.2
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-05-04,9.9,6.0,14.6,99.0,64.0,0.3
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-05-04,9.7,5.6,11.9,65.0,42.0,0.1
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-05-27,10.5,6.0,10.3,70.0,45.0,0.2
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-05-27,9.9,6.0,13.1,38.0,24.0,0.2
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-05-27,9.1,5.2,11.6,51.0,33.0,0.4
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-05-27,10.6,6.1,10.7,157.0,100.0,0.1
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-05-27,10.6,6.1,10.6,111.0,71.0,0.1
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-05-27,10.4,5.8,10.7,178.0,114.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-05-31,10.0,6.5,13.3,161.0,103.0,0.2
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-05-31,9.8,6.5,13.0,191.0,122.0,0.2
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-05-31,10.0,6.0,13.7,78.0,50.0,0.1
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-05-31,9.4,5.9,16.6,36.0,23.0,0.2
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-05-31,8.7,5.4,15.2,50.0,32.0,0.3
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-05-31,9.8,6.2,14.3,130.0,84.0,0.1
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-05-31,8.9,5.8,17.4,104.0,66.0,0.1
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-05-31,10.0,5.8,14.1,190.0,121.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-06-01,10.3,6.6,12.9,199.0,128.0,0.2
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-06-01,10.1,6.6,12.6,236.0,151.0,0.1
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-05-31,6.4,6.0,16.4,173.0,111.0,0.1
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-05-31,9.7,7.2,16.4,241.0,154.0,0.2
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-05-31,9.4,6.6,17.3,100.0,64.0,0.3
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-05-31,8.5,6.6,18.0,93.0,59.0,0.3
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-05-31,8.5,5.6,17.8,56.0,36.0,0.2
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-05-31,8.6,5.7,18.5,86.0,55.0,0.1
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-05-31,8.7,5.9,17.8,80.0,51.0,0.3
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-06-01,6.3,5.9,15.2,184.0,118.0,0.1
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-06-01,10.2,7.1,14.2,260.0,167.0,0.2
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-06-01,9.5,6.6,15.8,104.0,66.0,0.1
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-06-01,8.6,6.6,17.4,93.0,60.0,0.3
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-06-01,8.1,5.7,16.3,54.0,34.0,0.1
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-06-01,9.0,5.9,17.1,82.0,53.0,0.4
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-06-09,9.4,6.6,16.6,90.0,59.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-06-09,9.6,6.7,16.1,299.0,194.0,0.1
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-06-09,9.7,6.8,15.9,327.0,213.0,0.1
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-06-09,9.0,6.5,17.9,185.0,120.0,0.1
Buzzards Bay,East Branch Westport River,41.620936,-71.05967996,2005-06-09,8.7,6.3,21.2,130.0,85.0,1.0
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-06-09,8.4,6.1,22.2,103.0,67.0,0.1
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-06-09,9.0,5.8,18.9,221.0,144.0,0.3
Buzzards Bay,Bread And Cheese Brook,41.6534391,-71.07161149,2005-06-09,8.0,5.6,18.9,230.0,149.0,0.4
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-06-09,7.2,5.9,20.6,62.0,41.0,0.3
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-06-09,8.6,6.1,23.5,42.0,27.0,0.4
Buzzards Bay,Shingle Island River,41.70943898,-71.00445926,2005-06-09,7.9,5.3,21.8,61.0,40.0,0.6
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-06-09,2.4,5.5,22.6,90.0,58.0,1.1
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-06-09,8.3,6.0,21.7,118.0,77.0,0.8
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-06-09,5.5,5.6,21.3,98.0,63.0,0.5
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-06-09,6.7,5.6,20.8,67.0,43.0,0.9
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-06-09,6.6,5.6,21.3,63.0,41.0,0.8
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-06-09,7.4,6.2,22.8,102.0,66.0,0.3
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-06-09,7.0,6.4,21.1,115.0,74.0,0.8
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-06-09,7.4,7.4,22.6,28080.0,18250.0,0.7
Buzzards Bay,Buttonwood Brook,41.6320637,-70.9535974,2005-06-09,6.5,7.6,25.1,200.0,130.0,0.1
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-06-09,9.8,7.3,18.5,306.0,199.0,0.2
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-06-09,7.1,6.1,20.5,225.0,147.0,0.3
Buzzards Bay,Paskamanset River,41.63949244,-70.98483042,2005-06-09,5.5,6.0,21.8,237.0,154.0,0.2
Buzzards Bay,Unnamed Tributary,41.68878515,-70.7716652,2005-06-09,5.5,8.9,24.0,430.0,280.0,0.1
Buzzards Bay,Unnamed Tributary,41.69308803,-70.77191491,2005-06-09,6.6,5.7,16.9,638.0,415.0,0.1
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-06-28,8.8,6.4,17.9,167.0,108.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-06-28,9.2,6.6,17.2,254.0,165.0,0.2
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-06-28,9.1,6.7,17.5,410.0,267.0,0.1
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-06-28,7.9,6.3,18.4,368.0,239.0,0.2
Buzzards Bay,East Branch Westport River,41.620936,-71.05967996,2005-06-28,8.0,6.3,22.2,150.0,97.0,0.3
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-06-28,7.6,6.3,23.7,124.0,81.0,0.5
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-06-28,7.9,6.0,19.9,262.0,171.0,0.2
Buzzards Bay,Bread And Cheese Brook,41.6534391,-71.07161149,2005-06-28,6.5,5.6,19.5,270.0,175.0,0.3
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-06-28,6.4,6.2,22.1,78.0,51.0,0.2
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-06-28,8.2,6.4,21.7,50.0,33.0,0.2
Buzzards Bay,Shingle Island River,41.70943898,-71.00445926,2005-06-28,4.5,5.7,20.1,71.0,46.0,0.4
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-06-28,3.8,5.6,24.1,102.0,66.0,1.0
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-06-28,7.9,6.1,22.5,135.0,88.0,0.3
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-06-28,4.6,5.8,23.7,106.0,69.0,0.5
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-06-28,5.4,5.8,21.8,102.0,66.0,0.6
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-06-28,6.6,6.1,21.5,106.0,69.0,0.6
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-06-28,6.6,6.2,23.0,41.0,27.0,0.1
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-06-28,6.0,6.4,22.5,121.0,79.0,0.7
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-06-28,5.8,6.4,22.9,155.0,101.0,0.3
Buzzards Bay,Buttonwood Brook,41.6320637,-70.9535974,2005-06-28,4.5,7.0,25.8,270.0,175.0,0.1
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-06-28,8.6,7.1,19.6,306.0,199.0,0.1
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-06-28,6.6,6.3,21.0,265.0,172.0,0.2
Buzzards Bay,Paskamanset River,41.63949244,-70.98483042,2005-06-28,5.2,6.1,22.6,266.0,173.0,0.1
Buzzards Bay,Unnamed Tributary,41.68878515,-70.7716652,2005-06-27,6.5,9.2,24.8,439.0,285.0,0.1
Buzzards Bay,Unnamed Tributary,41.69308803,-70.77191491,2005-06-27,5.2,6.0,18.1,664.0,431.0,0.1
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-06-24,9.0,,14.8,,,
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-06-27,8.0,,17.9,,,
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-06-27,7.9,,17.4,,,
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-06-27,8.3,,17.5,,,
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-06-27,7.9,,18.4,,,
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-06-27,7.6,,22.9,,,
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-06-27,7.6,,19.8,,,
Buzzards Bay,Copicut River,41.69283317,-71.03319491,2005-06-27,6.5,,22.8,,,
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-06-27,6.2,,21.8,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-06-27,6.4,,21.4,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-06-29,6.3,,20.4,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-06-27,7.5,,20.8,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-06-29,7.9,,19.3,,,
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-06-27,4.7,,24.2,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-06-27,5.6,,25.5,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-06-29,6.3,,23.7,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-06-27,6.0,,22.9,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-06-29,6.7,,20.1,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-06-27,4.8,,24.3,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-06-29,4.5,,22.8,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-06-27,7.6,,23.9,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-06-29,7.6,,23.0,,,
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-08-02,8.3,6.9,19.4,184.0,120.0,0.1
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-08-02,7.4,6.8,19.3,301.0,195.0,0.1
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-08-02,7.7,7.0,19.1,261.0,170.0,0.2
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-08-02,5.6,6.3,18.7,248.0,161.0,0.3
Buzzards Bay,East Branch Westport River,41.620936,-71.05967996,2005-08-02,5.1,6.8,26.1,17550.0,11410.0,0.6
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-08-02,7.3,6.6,22.4,155.0,101.0,0.3
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-08-02,7.3,6.4,20.6,319.0,207.0,0.1
Buzzards Bay,Bread And Cheese Brook,41.6534391,-71.07161149,2005-08-02,6.4,6.0,20.2,388.0,252.0,0.2
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-08-02,6.7,6.5,20.7,107.0,69.0,0.1
Buzzards Bay,Shingle Island River,41.70943898,-71.00445926,2005-08-02,4.1,6.3,19.6,93.0,60.0,0.3
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-08-02,4.7,6.0,19.9,123.0,80.0,0.7
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-08-02,7.9,6.6,20.8,151.0,98.0,0.4
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-08-02,5.2,6.4,21.8,104.0,68.0,0.4
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-08-02,5.4,6.2,20.5,125.0,82.0,0.7
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-08-02,6.8,6.6,20.7,116.0,76.0,0.6
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-08-02,7.3,6.7,21.1,133.0,87.0,0.1
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-08-02,4.2,6.8,23.0,135.0,88.0,0.6
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-08-02,7.3,6.9,23.3,900.0,585.0,0.2
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-08-02,8.2,6.9,21.0,154.0,100.0,0.1
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-08-02,5.7,6.7,22.8,319.0,208.0,0.1
Buzzards Bay,Paskamanset River,41.63949244,-70.98483042,2005-08-02,3.0,6.5,22.8,368.0,239.0,0.1
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-07-29,7.3,,17.0,,,
Buzzards Bay,Angeline Brook,41.55048715,-71.10519746,2005-08-01,6.6,,18.7,,,
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-07-29,6.5,,16.7,,,
Buzzards Bay,Snell Creek,41.58674671,-71.07572146,2005-08-01,5.8,,18.5,,,
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-07-29,4.9,,17.3,,,
Buzzards Bay,Snell Creek,41.58837385,-71.07853485,2005-08-01,5.4,,18.6,,,
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-07-29,5.5,,17.4,,,
Buzzards Bay,Kirby Brook,41.60050153,-71.07337053,2005-08-01,4.5,,18.7,,,
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-07-29,6.2,,20.8,,,
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-08-01,6.5,,21.7,,,
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-07-29,7.1,,18.3,,,
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-08-01,6.6,,19.4,,,
Buzzards Bay,Copicut River,41.69276793,-71.03355135,2005-07-29,8.0,,20.5,,,
Buzzards Bay,Copicut River,41.69276793,-71.03355135,2005-08-01,8.1,,17.3,,,
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-07-29,6.4,,18.6,,,
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-08-01,6.3,,19.9,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-08-01,4.5,,21.0,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-08-03,4.0,,21.7,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-08-01,7.0,,20.2,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-08-03,6.5,,20.7,,,
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-08-01,7.4,,22.4,,,
Buzzards Bay,Acushnet River,41.68195427,-70.9189306,2005-08-03,1.6,,26.3,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-08-01,6.3,,21.2,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-08-03,6.2,,21.3,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-08-01,6.0,,20.5,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-08-03,4.8,,21.4,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-08-01,4.2,,22.1,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-08-03,4.4,,23.1,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-08-01,7.9,,21.8,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-08-03,7.5,,22.3,,,
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-08-26,7.6,,17.8,,,
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-08-29,6.9,,20.8,,,
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-08-26,7.3,,17.0,,,
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-08-29,7.4,,20.6,,,
Buzzards Bay,Copicut River,41.69276793,-71.03355135,2005-08-26,8.1,,15.8,,,
Buzzards Bay,Copicut River,41.69276793,-71.03355135,2005-08-29,6.8,,18.6,,,
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-08-26,6.6,,18.0,,,
Buzzards Bay,Shingle Island River,41.66995111,-71.02512143,2005-08-29,6.0,,21.3,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-08-26,5.7,,19.4,,,
Buzzards Bay,Paskamanset River,41.58579649,-70.99038519,2005-08-29,6.3,,21.8,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-08-26,6.0,,18.7,,,
Buzzards Bay,Buttonwood Brook,41.6015685,-70.95890599,2005-08-29,7.9,,22.0,,,
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-08-26,4.7,,20.2,,,
Buzzards Bay,Acushnet River,41.6962772,-70.91417526,2005-08-29,6.1,,23.0,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-08-26,7.5,,19.3,,,
Buzzards Bay,Acushnet River,41.72449906,-70.89776922,2005-08-29,5.0,,20.6,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-08-29,5.0,,21.4,,,
Buzzards Bay,Mattapoisett River,41.70573322,-70.84312803,2005-08-31,4.2,,21.3,,,
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-08-29,2.7,,20.7,,,
Buzzards Bay,Mattapoisett River,41.65978485,-70.83639194,2005-08-31,5.4,,21.4,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-08-29,4.8,,22.7,,,
Buzzards Bay,Sippican River,41.7342588,-70.77498583,2005-08-31,4.6,,22.5,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-08-29,7.1,,22.0,,,
Buzzards Bay,Weweantic River,41.77019551,-70.7544982,2005-08-31,7.7,,22.1,,,
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-08-29,3.9,,19.6,,,
Buzzards Bay,Weweantic River,41.82944027,-70.77145151,2005-08-31,3.8,,21.7,,,
Buzzards Bay,East Branch Westport River,41.620936,-71.05967996,2005-08-30,8.4,6.2,21.9,141.0,91.0,0.8
Buzzards Bay,East Branch Westport River,41.63101976,-71.05122871,2005-08-30,8.1,6.3,23.4,113.0,73.0,0.4
Buzzards Bay,Bread And Cheese Brook,41.63417275,-71.0626189,2005-08-30,8.6,5.4,21.0,151.0,98.0,0.2
